temp_c,temp_max_c,temp_min_c,rain_mm,wind_kmh,wind_gust_kmh,humidity,conditions,venue,date_str,lat,lon
15.2,21.0,9.9,0.0,38.4,52.2,30.4,Clear,Gabba,2020-08-23,-27.4858,153.0381
10.4,15.7,3.7,0.0,30.6,60.8,71.1,Partially cloudy,Docklands,2016-07-17,-37.8165,144.9475
11.7,18.3,6.7,0.0,22.8,41.4,72.8,Clear,Marvel Stadium,2019-06-08,-37.8165,144.9475
15.2,20.6,11.6,0.0,9.5,29.5,55.3,Partially cloudy,Gabba,2021-05-29,-27.4858,153.0381
15.4,17.1,13.3,0.0,25.9,56.5,71.7,Partially cloudy,M.C.G.,2017-05-27,-37.82,144.9834
9.4,13.8,5.8,1.527,17.6,38.9,83.7,"Rain, Partially cloudy",Adelaide Oval,2022-05-06,-34.9156,138.5961
10.1,14.9,7.0,0.0,21.8,26.6,70.4,Partially cloudy,Bellerive Oval,2023-05-13,-42.8775,147.3764
12.3,15.1,6.7,1.19,13.0,26.6,86.6,"Rain, Partially cloudy",M.C.G.,2024-08-18,-37.82,144.9834
9.9,17.2,4.5,0.004,9.5,15.8,79.7,"Rain, Partially cloudy",M.C.G.,2025-08-10,-37.82,144.9834
7.6,13.1,3.6,0.001,11.0,20.9,94.9,"Rain, Partially cloudy",M.C.G.,2021-07-10,-37.82,144.9834
15.8,20.9,12.5,0.036,23.3,47.2,56.8,Rain,Carrara,2021-07-10,-28.0067,153.3667
14.5,22.6,8.6,0.0,14.4,21.2,64.9,Clear,Gabba,2016-07-30,-27.4858,153.0381
14.9,20.4,9.2,0.0,30.6,42.5,69.7,Partially cloudy,M.C.G.,2013-04-25,-37.82,144.9834
13.6,21.0,7.0,0.0,16.8,38.9,55.8,Partially cloudy,M.C.G.,2025-05-03,-37.82,144.9834
15.3,18.6,11.2,0.012,20.0,33.5,61.2,"Rain, Partially cloudy",Docklands,2016-04-17,-37.8165,144.9475
13.7,21.6,7.6,0.0,7.6,19.4,64.1,Clear,Gabba,2023-06-16,-27.4858,153.0381
15.8,21.1,11.2,0.0,11.2,32.0,50.2,Clear,Gabba,2022-08-07,-27.4858,153.0381
14.9,21.6,9.7,0.0,17.9,25.6,69.2,Partially cloudy,Subiaco,2017-05-12,-31.9444,115.8308
16.8,20.5,13.7,0.029,22.5,51.5,60.8,"Rain, Partially cloudy",Docklands,2022-03-31,-37.8165,144.9475
14.4,19.0,9.9,0.403,14.7,21.6,80.7,"Rain, Partially cloudy",M.C.G.,2021-05-08,-37.82,144.9834
24.1,28.0,19.2,0.0,25.2,31.0,76.0,Partially cloudy,Carrara,2014-04-05,-28.0067,153.3667
16.2,22.1,11.2,0.0,31.5,43.9,46.6,Overcast,Adelaide Oval,2014-08-31,-34.9156,138.5961
12.5,15.4,8.3,0.085,19.3,39.6,62.3,"Rain, Partially cloudy",Marvel Stadium,2019-04-27,-37.8165,144.9475
15.2,19.1,11.1,0.012,16.9,38.5,59.1,"Rain, Partially cloudy",M.C.G.,2021-08-21,-37.82,144.9834
10.0,13.0,7.3,1.665,21.1,58.3,74.1,"Rain, Partially cloudy",M.C.G.,2019-07-14,-37.82,144.9834
10.4,14.4,6.5,2.384,48.3,59.4,70.7,"Rain, Partially cloudy",M.C.G.,2013-09-28,-37.82,144.9834
10.1,15.7,6.4,0.024,7.4,22.0,91.1,"Rain, Partially cloudy",Docklands,2024-05-04,-37.8165,144.9475
14.6,21.0,9.9,0.0,16.1,0.0,60.3,Partially cloudy,S.C.G.,2012-05-19,-33.8917,151.2247
9.5,13.3,6.0,0.197,14.9,40.0,66.4,"Rain, Partially cloudy",M.C.G.,2018-09-29,-37.82,144.9834
15.5,18.2,12.7,0.0,22.3,30.2,65.1,Partially cloudy,Adelaide Oval,2017-04-30,-34.9156,138.5961
12.1,20.5,5.5,0.005,16.5,31.7,74.3,"Rain, Partially cloudy",M.C.G.,2018-05-26,-37.82,144.9834
24.1,31.0,19.7,0.0,25.9,50.0,67.7,Partially cloudy,Marrara Oval,2014-07-05,-12.4083,130.8736
20.8,25.1,16.3,0.141,27.7,0.0,44.5,"Rain, Partially cloudy",Football Park,2013-05-11,-34.88,138.4964
17.5,29.3,8.8,0.0,22.3,24.5,66.1,Clear,GMHBA Stadium,2014-03-20,-38.1581,144.3547
16.6,17.3,15.6,10.77,30.1,52.2,93.9,"Rain, Overcast",M.C.G.,2014-04-11,-37.82,144.9834
15.7,17.0,12.0,0.17,14.9,34.2,77.3,"Rain, Overcast",Docklands,2025-04-27,-37.8165,144.9475
10.3,13.0,8.8,1.464,19.8,0.0,79.2,"Rain, Overcast",Docklands,2012-06-08,-37.8165,144.9475
10.8,14.0,7.2,0.0,46.5,0.0,72.1,Partially cloudy,M.C.G.,2013-07-27,-37.82,144.9834
20.1,24.0,16.7,4.699,29.5,53.3,78.6,"Rain, Partially cloudy",Subiaco,2014-03-29,-31.9444,115.8308
14.5,19.1,10.4,4.002,33.5,58.3,69.4,"Rain, Partially cloudy",Adelaide Oval,2017-05-27,-34.9156,138.5961
20.0,24.6,17.6,0.006,5.4,13.7,93.9,"Rain, Partially cloudy",Sydney Showground,2022-05-15,-33.8447,151.0697
13.4,16.9,11.1,0.805,44.2,73.1,74.9,"Rain, Partially cloudy",GMHBA Stadium,2018-05-04,-38.1581,144.3547
10.1,12.7,7.5,0.036,12.8,32.0,83.7,"Rain, Partially cloudy",Docklands,2023-07-23,-37.8165,144.9475
17.0,24.4,10.2,0.0,36.3,0.0,50.2,Partially cloudy,Docklands,2012-04-14,-37.8165,144.9475
13.3,18.1,10.2,0.0,27.7,27.0,64.0,Partially cloudy,Bellerive Oval,2021-05-02,-42.8775,147.3764
7.5,14.8,2.0,0.0,13.6,23.4,81.1,Partially cloudy,Docklands,2024-06-23,-37.8165,144.9475
15.9,20.1,12.7,16.292,39.4,80.3,79.5,"Rain, Partially cloudy",Subiaco,2014-07-06,-31.9444,115.8308
13.5,18.8,7.4,0.3,28.6,43.9,57.8,"Rain, Partially cloudy",M.C.G.,2025-09-27,-37.82,144.9834
11.2,14.1,8.2,0.198,20.6,35.3,87.1,"Rain, Partially cloudy",GMHBA Stadium,2014-06-15,-38.1581,144.3547
8.5,16.0,2.5,0.0,16.4,20.2,79.2,Partially cloudy,M.C.G.,2024-07-07,-37.82,144.9834
14.4,18.2,9.2,0.0,25.5,38.2,69.7,Partially cloudy,Docklands,2015-04-12,-37.8165,144.9475
15.1,24.7,7.0,0.0,18.3,0.0,62.2,Clear,Subiaco,2013-08-24,-31.9444,115.8308
5.5,10.8,-0.1,0.195,18.4,23.0,84.8,"Rain, Partially cloudy",University of Tasmania Stadium,2017-08-13,-41.4281,147.1383
13.1,16.5,8.5,1.775,11.9,22.0,80.5,"Rain, Partially cloudy",M.C.G.,2015-04-17,-37.82,144.9834
7.6,14.7,2.2,0.0,14.1,25.2,70.4,Clear,Adelaide Oval,2019-06-22,-34.9156,138.5961
7.5,11.7,3.5,0.006,28.6,60.5,71.5,"Rain, Partially cloudy",Manuka Oval,2022-05-07,-35.3178,149.1347
18.2,22.8,14.5,0.002,18.4,48.2,63.8,"Rain, Partially cloudy",Sydney Showground,2022-04-02,-33.8447,151.0697
15.7,21.9,8.1,0.0,31.1,62.6,46.7,Clear,Carrara,2020-08-22,-28.0067,153.3667
21.7,25.0,18.9,0.198,18.9,35.3,75.2,"Rain, Partially cloudy",S.C.G.,2023-03-26,-33.8917,151.2247
17.0,21.3,12.9,0.0,30.8,45.0,60.7,Clear,Carrara,2017-06-03,-28.0067,153.3667
11.0,14.0,7.7,1.103,24.1,0.0,77.0,"Rain, Partially cloudy",Docklands,2012-05-06,-37.8165,144.9475
9.4,11.0,7.4,3.13,50.2,0.0,79.9,"Rain, Partially cloudy",Docklands,2013-08-09,-37.8165,144.9475
13.9,19.3,8.8,0.063,20.1,28.4,80.7,"Rain, Partially cloudy",Perth Stadium,2020-07-31,-31.9512,115.8891
9.7,12.7,6.8,0.0,15.4,27.4,69.0,Partially cloudy,Docklands,2018-07-21,-37.8165,144.9475
13.9,15.3,12.4,3.867,48.0,70.2,83.8,"Rain, Overcast",Docklands,2013-07-14,-37.8165,144.9475
13.1,16.1,11.6,15.56,20.7,51.1,71.9,"Rain, Partially cloudy",M.C.G.,2017-09-15,-37.82,144.9834
19.0,21.5,16.7,3.787,22.8,27.0,88.7,"Rain, Partially cloudy",Carrara,2015-08-22,-28.0067,153.3667
12.9,15.8,11.2,5.355,21.4,31.7,94.8,"Rain, Partially cloudy",S.C.G.,2022-07-23,-33.8917,151.2247
20.7,27.7,16.9,8.554,26.7,59.8,51.3,"Rain, Partially cloudy",Docklands,2017-04-08,-37.8165,144.9475
18.1,23.0,14.4,0.0,16.6,29.2,68.9,Partially cloudy,Gabba,2020-09-09,-27.4858,153.0381
13.6,18.2,9.0,0.0,23.7,33.1,61.0,Clear,Carrara,2017-07-01,-28.0067,153.3667
13.7,18.0,8.9,0.452,17.1,25.6,77.7,"Rain, Partially cloudy",Subiaco,2017-08-05,-31.9444,115.8308
11.3,15.0,7.0,0.331,26.7,0.0,63.8,"Rain, Partially cloudy",M.C.G.,2012-08-04,-37.82,144.9834
11.7,14.7,10.0,2.832,10.4,24.5,90.9,"Rain, Partially cloudy",Docklands,2023-06-03,-37.8165,144.9475
16.8,20.4,13.0,19.86,16.3,45.0,81.9,"Rain, Overcast",Carrara,2025-07-26,-28.0067,153.3667
19.9,24.5,16.3,7.482,20.4,62.3,68.1,"Rain, Overcast",Perth Stadium,2021-04-11,-31.9512,115.8891
9.1,13.0,5.2,0.197,11.0,21.2,86.7,"Rain, Partially cloudy",M.C.G.,2024-06-22,-37.82,144.9834
14.9,20.6,8.8,0.0,30.9,37.4,44.5,Clear,Carrara,2021-07-18,-28.0067,153.3667
11.6,12.6,10.6,5.921,18.6,44.6,87.0,"Rain, Overcast",M.C.G.,2021-06-25,-37.82,144.9834
13.5,16.8,10.1,0.128,19.0,34.9,67.5,"Rain, Partially cloudy",Adelaide Oval,2023-04-01,-34.9156,138.5961
11.5,16.1,8.5,0.0,9.2,17.3,89.9,Partially cloudy,M.C.G.,2024-05-25,-37.82,144.9834
13.5,15.5,11.4,1.104,28.0,59.4,67.4,"Rain, Partially cloudy",Sydney Showground,2024-05-18,-33.8447,151.0697
15.5,20.9,10.2,0.0,26.0,30.6,71.4,Partially cloudy,Carrara,2020-06-27,-28.0067,153.3667
14.3,18.7,9.6,0.004,43.0,69.8,43.8,Rain,Sydney Showground,2019-09-07,-33.8447,151.0697
12.9,14.7,11.7,0.271,22.3,44.3,64.1,"Rain, Partially cloudy",Adelaide Oval,2021-05-15,-34.9156,138.5961
8.4,15.1,1.6,0.003,9.2,17.6,79.5,"Rain, Partially cloudy",M.C.G.,2024-08-04,-37.82,144.9834
12.9,14.3,10.5,4.078,23.0,55.8,75.2,"Rain, Partially cloudy",Docklands,2020-06-14,-37.8165,144.9475
10.4,12.5,7.5,0.749,18.3,0.0,86.2,"Rain, Partially cloudy",Docklands,2012-05-05,-37.8165,144.9475
20.3,27.9,15.0,0.0,27.0,44.6,51.6,Clear,Subiaco,2015-04-19,-31.9444,115.8308
16.7,18.8,15.2,1.256,22.5,49.3,74.3,"Rain, Partially cloudy",Perth Stadium,2024-07-21,-31.9512,115.8891
12.9,14.8,10.8,0.429,33.5,0.0,71.4,"Rain, Partially cloudy",Football Park,2012-09-08,-34.88,138.4964
8.0,10.3,3.9,0.797,20.2,32.8,77.3,"Rain, Partially cloudy",GMHBA Stadium,2015-07-18,-38.1581,144.3547
9.1,14.3,5.4,0.0,32.1,48.6,52.8,Clear,Sydney Showground,2016-06-25,-33.8447,151.0697
12.1,15.3,9.6,0.0,24.2,45.4,54.8,Partially cloudy,M.C.G.,2016-08-27,-37.82,144.9834
8.1,11.7,3.0,3.014,31.3,0.0,93.4,"Rain, Overcast",University of Tasmania Stadium,2012-06-02,-41.4281,147.1383
17.0,22.0,10.7,0.0,30.2,0.0,76.0,Clear,Carrara,2012-06-16,-28.0067,153.3667
16.0,22.0,9.1,0.0,25.7,43.2,47.7,Clear,Gabba,2020-08-17,-27.4858,153.0381
15.0,20.0,10.5,0.0,18.2,45.7,67.4,Partially cloudy,Docklands,2018-05-27,-37.8165,144.9475
16.1,21.5,11.9,0.0,29.0,47.9,42.9,Clear,Carrara,2021-07-25,-28.0067,153.3667
17.7,22.0,9.4,0.0,33.0,62.6,57.5,Partially cloudy,M.C.G.,2016-05-22,-37.82,144.9834
18.8,25.2,12.7,0.044,20.5,46.4,57.1,"Rain, Partially cloudy",Perth Stadium,2024-06-01,-31.9512,115.8891
14.9,18.1,12.1,0.0,50.8,70.6,40.6,Clear,S.C.G.,2016-05-27,-33.8917,151.2247
9.9,15.5,4.5,0.196,16.7,40.7,81.0,"Rain, Partially cloudy",M.C.G.,2025-07-04,-37.82,144.9834
9.4,11.7,7.7,2.627,18.9,48.2,84.4,"Rain, Overcast",Adelaide Oval,2020-08-08,-34.9156,138.5961
6.5,12.0,2.8,0.0,37.1,0.0,76.9,Partially cloudy,UNSW Canberra Oval,2012-08-18,-35.3178,149.1347
8.3,15.8,2.0,0.084,17.3,22.7,81.2,Rain,Docklands,2014-08-15,-37.8165,144.9475
21.8,29.7,15.3,0.0,35.1,47.2,42.8,Clear,Subiaco,2017-04-01,-31.9444,115.8308
10.8,12.6,8.2,0.17,20.6,48.2,73.2,"Rain, Partially cloudy",Docklands,2023-07-15,-37.8165,144.9475
14.7,18.9,11.9,0.0,13.6,23.0,81.9,Partially cloudy,S.C.G.,2025-05-31,-33.8917,151.2247
16.9,21.0,12.5,0.027,32.4,51.8,56.4,Rain,S.C.G.,2017-05-07,-33.8917,151.2247
21.7,31.9,15.4,0.0,21.9,33.5,48.0,Clear,Optus Stadium,2018-05-12,-31.9512,115.8891
18.4,22.5,14.8,46.683,29.5,41.0,81.6,"Rain, Partially cloudy",Carrara,2020-07-26,-28.0067,153.3667
7.7,11.6,3.1,0.0,27.4,52.6,68.1,Partially cloudy,Docklands,2017-07-16,-37.8165,144.9475
10.1,12.5,6.5,2.457,25.7,58.7,79.8,"Rain, Partially cloudy",Docklands,2015-07-11,-37.8165,144.9475
10.3,12.1,8.2,1.738,28.5,72.7,71.0,"Rain, Partially cloudy",Docklands,2017-08-06,-37.8165,144.9475
15.7,22.7,8.6,0.0,32.6,31.7,68.7,Partially cloudy,Docklands,2026-03-14,-37.8165,144.9475
12.7,14.0,11.1,0.099,18.4,0.0,75.0,"Rain, Partially cloudy",Football Park,2012-09-14,-34.88,138.4964
12.6,15.7,9.4,0.042,14.6,23.4,71.9,"Rain, Partially cloudy",Adelaide Oval,2024-04-26,-34.9156,138.5961
21.6,26.8,16.9,0.0,34.1,33.1,73.9,Partially cloudy,Carrara,2023-04-02,-28.0067,153.3667
14.8,20.2,10.6,0.149,12.2,21.6,83.9,"Rain, Partially cloudy",Perth Stadium,2021-06-12,-31.9512,115.8891
16.5,19.3,12.4,0.72,16.7,41.0,75.1,"Rain, Partially cloudy",Sydney Showground,2023-04-01,-33.8447,151.0697
10.4,13.9,6.3,16.967,26.2,0.0,94.9,"Rain, Overcast",GMHBA Stadium,2013-07-13,-38.1581,144.3547
12.6,13.8,11.1,4.102,20.4,44.3,68.4,"Rain, Partially cloudy",M.C.G.,2022-08-05,-37.82,144.9834
8.7,13.0,5.5,0.384,11.1,16.9,70.9,"Rain, Partially cloudy",M.C.G.,2017-08-20,-37.82,144.9834
10.7,12.8,6.4,0.0,13.1,33.1,63.0,Partially cloudy,M.C.G.,2021-05-29,-37.82,144.9834
24.5,29.0,20.7,2.385,16.7,49.3,73.8,"Rain, Partially cloudy",Gabba,2024-03-08,-27.4858,153.0381
7.1,15.1,1.0,0.299,9.4,0.0,82.2,"Rain, Partially cloudy",University of Tasmania Stadium,2012-08-12,-41.4281,147.1383
13.2,16.3,11.3,0.606,16.3,46.8,73.6,"Rain, Partially cloudy",Docklands,2023-07-09,-37.8165,144.9475
6.7,9.7,4.6,0.0,8.9,17.3,88.9,Partially cloudy,Docklands,2024-07-06,-37.8165,144.9475
11.2,14.1,7.0,1.946,31.1,0.0,81.2,"Rain, Partially cloudy",M.C.G.,2012-06-17,-37.82,144.9834
9.6,16.3,4.9,0.026,10.1,18.4,87.1,"Rain, Partially cloudy",Docklands,2024-05-26,-37.8165,144.9475
17.3,22.3,13.7,0.56,16.3,27.4,80.6,"Rain, Partially cloudy",Carrara,2020-07-12,-28.0067,153.3667
11.2,15.0,6.1,0.025,7.8,23.8,87.9,"Rain, Partially cloudy",Docklands,2024-05-23,-37.8165,144.9475
10.8,14.8,7.1,0.9,31.7,53.3,62.6,"Rain, Partially cloudy",M.C.G.,2025-09-20,-37.82,144.9834
20.3,25.6,17.6,0.402,7.6,21.2,83.1,"Rain, Partially cloudy",Gabba,2024-05-05,-27.4858,153.0381
20.2,26.1,16.8,0.0,5.4,14.0,78.8,Partially cloudy,Gabba,2021-05-09,-27.4858,153.0381
8.0,11.8,4.2,2.238,29.5,0.0,84.2,"Rain, Partially cloudy",M.C.G.,2013-07-07,-37.82,144.9834
10.2,13.6,7.0,0.002,36.4,56.2,67.7,"Rain, Partially cloudy",GMHBA Stadium,2015-08-01,-38.1581,144.3547
10.9,16.1,5.1,0.0,16.6,19.8,75.5,Clear,Adelaide Oval,2018-06-03,-34.9156,138.5961
11.4,13.1,7.2,0.824,16.8,51.1,74.1,"Rain, Partially cloudy",M.C.G.,2022-08-20,-37.82,144.9834
15.7,19.0,12.0,0.0,21.0,44.3,68.6,Partially cloudy,Docklands,2023-03-25,-37.8165,144.9475
17.9,25.1,10.5,0.0,9.4,23.8,67.4,Partially cloudy,Gabba,2023-08-12,-27.4858,153.0381
14.7,19.7,9.8,0.0,19.8,23.8,80.3,Partially cloudy,S.C.G.,2023-08-27,-33.8917,151.2247
8.9,12.4,6.0,0.566,27.3,0.0,86.1,"Rain, Partially cloudy",Docklands,2013-06-16,-37.8165,144.9475
9.8,12.0,7.1,1.719,24.6,67.0,69.4,"Rain, Partially cloudy",Docklands,2021-05-15,-37.8165,144.9475
11.6,17.2,6.6,0.0,15.9,31.3,70.1,Partially cloudy,Docklands,2021-08-14,-37.8165,144.9475
14.2,20.1,9.4,0.042,20.5,37.8,59.7,"Rain, Partially cloudy",Adelaide Oval,2016-04-23,-34.9156,138.5961
12.6,16.1,7.7,0.078,23.1,38.2,70.7,"Rain, Partially cloudy",Subiaco,2017-08-20,-31.9444,115.8308
12.0,17.1,7.7,0.0,15.6,24.1,69.8,Partially cloudy,Subiaco,2017-07-09,-31.9444,115.8308
16.8,19.6,13.7,0.0,11.3,32.0,78.8,Partially cloudy,M.C.G.,2018-04-25,-37.82,144.9834
11.2,17.1,6.4,0.0,21.8,32.0,72.2,Partially cloudy,Adelaide Oval,2022-05-21,-34.9156,138.5961
11.1,15.2,8.6,0.131,25.3,43.6,84.5,"Rain, Partially cloudy",Adelaide Oval,2023-07-29,-34.9156,138.5961
10.0,18.5,3.2,0.009,18.9,34.2,65.3,Rain,Perth Stadium,2023-07-16,-31.9512,115.8891
13.0,16.1,10.2,0.0,23.6,0.0,69.6,Overcast,Docklands,2013-08-25,-37.8165,144.9475
11.9,15.8,9.8,0.201,32.4,47.5,81.3,"Rain, Partially cloudy",GMHBA Stadium,2015-04-26,-38.1581,144.3547
20.3,24.1,16.6,0.021,16.1,0.0,82.9,"Rain, Partially cloudy",S.C.G.,2012-04-22,-33.8917,151.2247
5.1,11.3,0.4,0.043,11.2,19.4,81.8,"Snow, Rain, Partially cloudy",Docklands,2015-07-19,-37.8165,144.9475
11.3,14.7,8.2,9.318,31.7,0.0,85.9,"Rain, Partially cloudy",Football Park,2013-07-06,-34.88,138.4964
5.0,7.8,2.0,6.319,50.1,80.6,80.8,"Rain, Partially cloudy",Manuka Oval,2019-08-09,-35.3178,149.1347
13.9,15.1,12.1,0.878,23.9,67.7,65.1,"Rain, Partially cloudy",Sydney Showground,2021-06-19,-33.8447,151.0697
16.4,23.8,11.8,0.0,23.5,32.4,57.2,Clear,Gabba,2017-08-26,-27.4858,153.0381
18.3,21.8,15.8,0.0,20.7,40.3,51.5,Partially cloudy,M.C.G.,2016-04-02,-37.82,144.9834
11.7,14.1,9.7,2.21,39.9,73.8,82.8,"Rain, Partially cloudy",Adelaide Oval,2015-07-25,-34.9156,138.5961
20.6,25.9,14.9,0.038,37.1,55.4,43.1,"Rain, Partially cloudy",Football Park,2013-04-27,-34.88,138.4964
16.7,21.3,12.5,0.0,26.0,43.6,58.9,Partially cloudy,M.C.G.,2015-09-12,-37.82,144.9834
11.4,13.6,7.3,2.58,21.9,45.0,88.3,"Rain, Partially cloudy",Adelaide Oval,2022-08-20,-34.9156,138.5961
9.5,18.9,2.9,0.029,8.8,20.5,74.5,Rain,Docklands,2025-08-03,-37.8165,144.9475
17.4,23.2,11.6,0.012,24.1,31.3,74.4,"Rain, Partially cloudy",Adelaide Oval,2014-05-24,-34.9156,138.5961
12.2,13.9,10.6,0.857,16.6,36.0,88.2,"Rain, Overcast",Docklands,2015-05-15,-37.8165,144.9475
20.8,26.1,16.6,0.59,25.7,55.4,33.5,"Rain, Partially cloudy",Adelaide Oval,2024-09-05,-34.9156,138.5961
9.8,13.4,6.7,0.201,31.7,51.8,83.4,"Rain, Partially cloudy",University of Tasmania Stadium,2015-07-12,-41.4281,147.1383
21.6,25.8,17.1,0.0,44.0,46.4,17.1,Clear,Gabba,2019-09-07,-27.4858,153.0381
17.6,22.3,13.2,0.0,39.9,0.0,55.5,Partially cloudy,M.C.G.,2013-09-01,-37.82,144.9834
10.2,13.3,7.5,0.207,30.9,60.5,80.1,"Rain, Partially cloudy",GMHBA Stadium,2017-06-25,-38.1581,144.3547
8.7,13.6,5.8,0.18,11.5,28.8,86.4,"Rain, Partially cloudy",Docklands,2018-07-13,-37.8165,144.9475
12.1,17.5,9.1,0.0,11.2,15.8,80.4,Partially cloudy,M.C.G.,2015-05-16,-37.82,144.9834
16.1,21.2,10.5,0.0,25.6,36.4,72.6,Partially cloudy,Carrara,2020-08-01,-28.0067,153.3667
17.4,22.1,13.5,0.0,11.4,28.1,65.1,Partially cloudy,M.C.G.,2018-03-31,-37.82,144.9834
11.4,17.1,7.1,0.0,17.0,24.8,71.4,Partially cloudy,Bellerive Oval,2024-04-27,-42.8775,147.3764
9.5,18.6,3.9,0.003,10.7,16.2,83.0,"Rain, Partially cloudy",M.C.G.,2019-07-05,-37.82,144.9834
20.4,29.4,11.9,0.0,26.1,51.8,52.5,Partially cloudy,M.C.G.,2018-04-08,-37.82,144.9834
11.7,13.8,10.0,1.783,35.3,63.0,81.6,"Rain, Overcast",M.C.G.,2013-08-23,-37.82,144.9834
12.3,16.7,8.8,0.111,20.5,28.4,63.5,"Rain, Partially cloudy",Adelaide Oval,2014-08-09,-34.9156,138.5961
11.0,15.6,7.9,0.05,24.4,35.3,73.4,"Rain, Partially cloudy",Sydney Showground,2015-06-20,-33.8447,151.0697
10.0,13.9,6.3,0.0,14.4,20.2,84.4,Partially cloudy,GMHBA Stadium,2015-09-05,-38.1581,144.3547
12.1,19.3,4.7,0.0,23.3,28.8,59.7,Clear,Sydney Showground,2016-08-13,-33.8447,151.0697
9.2,11.1,4.9,0.165,14.8,17.6,88.2,"Rain, Partially cloudy",Adelaide Oval,2015-08-07,-34.9156,138.5961
13.6,18.5,7.9,0.0,30.5,38.5,69.3,Partially cloudy,Sydney Showground,2019-06-01,-33.8447,151.0697
11.9,13.0,10.8,4.742,7.6,15.8,99.7,"Rain, Overcast",Docklands,2016-06-04,-37.8165,144.9475
9.0,14.7,3.4,0.0,12.0,19.4,75.8,Clear,Docklands,2018-08-25,-37.8165,144.9475
9.0,14.4,5.3,0.159,9.8,13.3,90.7,"Rain, Partially cloudy",Docklands,2016-07-09,-37.8165,144.9475
10.0,15.2,5.5,0.0,16.6,27.4,60.1,Partially cloudy,Adelaide Oval,2015-08-30,-34.9156,138.5961
17.8,22.8,12.8,0.0,31.4,0.0,57.9,Partially cloudy,Gabba,2013-05-25,-27.4858,153.0381
21.3,25.3,18.9,0.0,28.7,42.1,68.9,Partially cloudy,Carrara,2015-04-11,-28.0067,153.3667
15.7,19.2,12.0,0.0,15.1,42.5,69.4,Partially cloudy,M.C.G.,2024-03-23,-37.82,144.9834
14.1,19.1,10.7,12.677,29.5,67.0,74.7,"Rain, Partially cloudy",Subiaco,2014-06-21,-31.9444,115.8308
10.3,12.6,6.1,0.252,25.8,54.7,79.9,"Rain, Partially cloudy",Kardinia Park,2022-08-20,-38.1581,144.3547
14.1,23.3,7.1,0.0,20.9,0.0,55.8,Clear,Subiaco,2012-08-10,-31.9444,115.8308
15.9,21.4,9.8,0.0,21.2,23.0,69.6,Clear,Carrara,2016-07-09,-28.0067,153.3667
11.0,18.1,5.7,0.002,27.8,37.4,68.2,Rain,Sydney Showground,2020-07-05,-33.8447,151.0697
15.1,21.8,11.0,0.204,38.8,56.9,60.6,"Rain, Partially cloudy",M.C.G.,2015-04-02,-37.82,144.9834
21.0,27.6,15.5,0.0,14.6,31.3,54.9,Partially cloudy,M.C.G.,2022-04-16,-37.82,144.9834
22.1,25.9,18.9,0.315,26.2,31.7,77.1,"Rain, Partially cloudy",Carrara,2022-04-10,-28.0067,153.3667
15.1,21.1,7.8,0.198,14.7,24.8,63.6,Rain,Gabba,2016-08-21,-27.4858,153.0381
16.1,20.6,12.7,0.097,16.2,29.5,80.3,"Rain, Partially cloudy",M.C.G.,2015-04-24,-37.82,144.9834
10.5,13.0,8.9,2.38,32.6,40.0,90.3,"Rain, Overcast",GMHBA Stadium,2014-07-06,-38.1581,144.3547
10.9,13.9,7.2,0.0,29.6,45.0,79.0,Overcast,Docklands,2014-08-17,-37.8165,144.9475
9.1,14.0,5.6,0.042,13.6,26.6,74.1,"Rain, Partially cloudy",Adelaide Oval,2016-08-26,-34.9156,138.5961
14.2,19.0,10.0,4.912,15.2,25.2,94.5,"Rain, Partially cloudy",Subiaco,2015-07-05,-31.9444,115.8308
10.6,15.3,7.7,6.183,12.8,38.9,76.8,"Rain, Partially cloudy",M.C.G.,2021-08-01,-37.82,144.9834
12.1,15.0,9.9,0.0,25.4,0.0,85.5,Overcast,GMHBA Stadium,2013-08-24,-38.1581,144.3547
24.2,31.9,16.7,0.0,17.2,32.0,31.9,Partially cloudy,Barossa Park,2025-04-13,-34.5667,138.95
19.1,25.8,13.3,0.0,9.4,23.0,75.5,Clear,Gabba,2024-08-24,-27.4858,153.0381
14.2,19.0,10.0,1.066,22.3,31.7,81.2,"Rain, Partially cloudy",Manuka Oval,2016-04-17,-35.3178,149.1347
11.0,13.9,9.2,0.554,29.9,53.3,79.2,"Rain, Partially cloudy",M.C.G.,2014-07-05,-37.82,144.9834
11.5,17.0,5.0,0.015,22.3,0.0,73.9,"Rain, Partially cloudy",Football Park,2012-09-01,-34.88,138.4964
12.1,15.5,5.4,6.492,36.3,94.0,69.0,"Rain, Partially cloudy",Perth Stadium,2021-08-01,-31.9512,115.8891
23.5,26.7,20.5,0.0,30.7,38.5,83.4,Partially cloudy,S.C.G.,2024-03-07,-33.8917,151.2247
13.1,17.2,9.0,0.0,13.1,34.2,85.5,Partially cloudy,Docklands,2024-05-05,-37.8165,144.9475
13.4,17.4,8.4,0.0,25.2,42.5,63.4,Partially cloudy,Subiaco,2017-06-24,-31.9444,115.8308
16.3,23.1,11.5,0.0,16.0,0.0,74.8,Partially cloudy,Gabba,2012-05-20,-27.4858,153.0381
13.6,17.1,10.1,0.968,9.6,29.5,83.6,"Rain, Partially cloudy",M.C.G.,2021-04-25,-37.82,144.9834
11.0,15.0,8.4,2.104,27.9,0.0,84.1,"Rain, Partially cloudy",Docklands,2012-05-26,-37.8165,144.9475
